income,credit_score,loan_amount,employment_length_years,loan_status
183321.61,652,20000,38,0
41992.34,788,25000,18,1
21794.54,679,10000,5,1
60983.23,709,15000,29,1
57611.73,575,5000,27,0
32447.02,753,10000,11,1
60136.01,850,5000,14,0
22133.0,571,5000,38,0
27017.74,532,15000,38,1
10871.17,668,5000,14,1
16409.72,738,25000,35,1
107428.25,641,10000,2,1
97232.2,545,5000,0,1
37777.66,639,5000,6,0
98494.78,710,20000,8,1
32989.85,609,20000,0,1
31380.87,711,25000,4,1
37567.94,766,20000,35,1
33693.06,674,5000,9,1
31916.62,647,5000,1,0
72116.55,733,10000,22,1
39738.72,564,20000,38,0
55686.28,555,15000,28,1
67428.85,623,20000,18,0
45839.96,601,5000,37,1
20289.06,570,10000,19,1
16127.49,833,20000,11,1
39706.43,850,10000,10,1
32769.26,615,20000,34,1
38270.51,659,25000,6,0
35967.38,631,5000,22,0
171124.08,761,5000,16,0
16348.06,781,15000,1,1
11004.2,472,5000,4,0
44330.41,698,15000,20,0
28973.78,519,5000,12,1
43898.73,826,20000,10,0
51551.15,694,20000,23,1
78469.31,568,25000,32,0
14700.91,626,20000,26,1
26003.05,621,10000,34,0
46969.64,703,20000,17,1
57657.65,754,15000,20,1
135410.98,535,25000,3,1
64435.65,834,10000,31,0
35098.96,811,10000,10,0
21284.59,562,5000,2,1
25885.19,657,15000,20,1
25447.64,821,20000,13,1
53806.0,773,20000,5,1
42370.11,616,5000,28,1
16412.69,731,20000,30,1
27958.01,850,10000,27,1
61483.77,661,20000,35,0
44846.35,587,20000,27,0
51081.96,667,10000,18,1
45695.41,675,15000,2,1
96361.15,598,15000,11,0
41840.74,694,10000,35,0
28807.36,525,10000,23,1
20963.69,583,25000,11,1
42182.71,726,25000,23,1
8396.56,475,20000,0,1
32514.02,740,20000,27,0
32096.3,449,25000,15,1
16015.58,477,20000,20,1
20806.91,600,15000,29,0
59029.61,679,15000,33,0
41707.12,783,5000,25,0
38602.53,656,25000,34,0
43643.45,625,15000,30,1
38390.93,708,5000,15,1
76551.39,563,10000,28,0
39107.03,664,15000,28,0
15139.65,530,5000,8,1
96575.27,658,20000,13,1
45351.76,637,5000,7,1
25500.36,570,15000,1,1
17119.25,667,20000,10,1
46053.02,666,20000,1,1
33850.09,768,5000,17,0
93385.19,489,5000,4,0
29509.15,642,15000,6,1
21973.04,574,20000,22,1
62160.67,737,25000,18,0
63270.16,725,5000,18,0
40182.66,701,25000,18,1
54492.28,580,25000,39,1
35503.54,739,20000,27,1
41786.1,497,15000,10,1
73056.95,476,25000,10,0
52848.84,522,15000,8,0
32808.25,647,5000,13,0
81749.71,718,20000,33,1
8787.51,352,10000,28,1
124398.32,782,20000,20,1
13048.45,663,10000,4,1
24927.93,493,5000,32,0
35434.79,660,15000,8,1
33260.03,759,5000,2,1
66426.19,710,20000,13,1
19250.61,760,10000,17,1
42466.04,513,10000,11,0
25669.86,609,20000,22,1
43350.98,558,20000,13,0
34931.23,822,5000,15,0
38398.03,714,25000,36,0
26109.25,850,10000,19,0
26741.22,603,20000,19,0
43146.8,578,5000,14,0
63973.83,636,25000,24,0
25362.64,788,15000,16,1
21563.11,613,20000,11,1
52474.16,662,25000,38,1
35614.13,660,15000,6,1
59772.38,654,15000,7,1
21089.31,585,5000,23,1
12485.67,636,10000,24,1
26375.68,632,20000,20,1
22929.7,649,25000,32,1
34638.7,744,15000,9,0
24782.5,826,10000,21,0
56647.9,566,15000,18,0
30549.69,611,20000,28,1
39746.8,567,20000,2,1
39917.92,669,5000,38,0
40821.86,596,20000,3,1
35793.53,674,20000,36,0
49333.59,760,20000,30,0
22530.09,397,10000,5,1
84090.66,699,25000,27,1
31510.55,604,25000,9,1
16532.29,696,20000,11,1
40653.65,560,25000,1,1
21791.86,770,20000,2,1
54133.08,741,25000,0,0
136729.98,707,25000,34,0
22653.21,729,15000,23,1
44330.29,575,10000,33,0
12666.25,588,15000,19,1
47683.62,725,15000,15,1
21344.98,573,25000,29,1
24961.73,795,5000,38,0
18755.23,618,5000,24,0
56347.36,700,10000,4,1
66461.8,850,20000,28,0
36828.64,579,25000,36,1
21619.35,657,10000,27,0
94250.73,755,15000,22,1
23150.09,745,25000,31,1
9924.69,617,15000,17,1
47812.07,598,10000,34,1
18716.02,627,5000,23,0
65720.44,795,10000,27,0
28891.92,622,25000,35,1
52168.18,658,25000,20,1
84195.79,607,20000,4,1
17582.95,721,5000,25,1
25859.61,666,25000,22,1
34703.55,550,5000,32,0
91357.06,553,25000,25,0
24464.3,450,5000,21,0
25420.16,567,10000,19,1
48382.06,729,5000,1,0
25685.01,782,15000,17,1
39795.76,719,10000,4,1
14315.21,705,25000,31,1
137118.11,637,25000,10,0
16177.46,727,20000,20,1
29939.93,679,15000,21,0
35614.62,830,20000,2,1
114417.91,640,10000,8,0
16400.92,784,20000,1,1
119398.57,737,10000,27,0
57199.82,724,20000,33,0
46642.02,449,5000,9,0
20114.97,743,10000,18,0
51158.54,637,10000,28,0
23527.1,606,5000,1,0
77652.32,502,5000,5,0
20279.44,649,15000,6,1
33931.7,653,5000,35,0
26025.61,520,20000,7,1
20080.13,503,5000,18,0
56658.19,699,5000,9,0
50074.9,737,10000,32,0
75012.21,669,10000,36,0
12482.4,765,5000,37,0
68768.59,641,15000,26,1
163287.76,645,10000,28,0
27695.23,558,20000,18,1
113220.12,494,20000,17,0
31011.19,835,5000,22,0
15939.48,763,5000,0,1
30230.92,511,15000,2,1
68112.93,666,5000,9,1
21962.55,640,25000,6,1
25331.32,623,25000,25,1
51850.7,609,5000,15,1
36382.24,688,25000,38,1
51574.04,732,20000,31,0
41885.61,690,5000,11,1
48425.18,638,20000,7,1
28018.47,634,20000,7,1
41732.63,744,25000,10,1
20818.06,696,15000,32,0
78673.38,657,20000,24,0
24820.75,646,25000,16,1
71489.69,685,15000,30,0
31566.0,603,25000,18,1
40994.75,732,25000,14,1
26984.59,542,5000,34,0
19740.01,609,10000,38,1
12748.18,711,15000,1,1
19279.65,537,25000,33,1
29901.22,493,20000,24,1
41238.5,656,20000,37,0
66584.53,480,10000,3,1
27793.17,520,15000,15,1
21393.1,726,5000,31,0
15281.09,630,15000,14,1
48437.92,779,20000,13,0
83276.09,530,20000,14,0
77636.9,641,5000,6,1
55601.18,690,5000,6,1
53269.86,533,20000,7,0
100566.48,753,25000,18,1
44322.55,701,25000,17,1
53512.89,489,5000,16,0
29957.34,646,25000,17,1
16038.93,689,5000,18,1
24093.34,591,15000,39,1
36116.48,502,15000,12,1
37664.42,678,15000,10,0
115355.22,850,5000,6,0
38130.37,611,5000,26,0
73666.69,807,25000,36,0
27971.84,575,25000,4,1
30121.5,672,25000,7,1
16360.01,727,10000,9,0
23262.62,649,5000,36,1
49820.85,620,15000,25,1
36480.61,723,15000,14,1
63944.01,839,10000,15,0
40487.65,680,10000,28,1
29393.47,598,15000,27,0
131791.73,631,5000,9,1
34325.98,850,15000,39,0
72969.77,663,15000,3,0
28546.07,591,10000,39,1
55590.06,535,10000,13,0
63374.03,467,25000,32,0
41154.77,686,10000,17,1
8842.37,715,15000,11,1
36715.4,610,25000,9,1
75983.84,649,15000,20,0
49835.78,533,5000,32,0
47453.39,663,5000,13,0
12921.47,698,10000,8,1
23569.93,596,25000,25,1
46481.73,819,20000,14,0
46454.56,566,5000,20,0
75267.23,678,5000,21,0
33292.25,735,5000,4,0
46327.66,642,5000,15,0
36674.04,631,10000,34,0
20087.13,507,25000,4,1
9381.78,786,5000,25,1
47033.05,633,10000,25,0
40310.54,704,25000,4,1
25061.67,717,25000,35,1
13745.9,587,20000,23,1
52989.22,630,15000,14,0
30959.9,783,5000,29,0
50722.5,538,10000,4,1
111127.02,850,25000,39,0
10048.13,576,20000,21,1
23866.7,532,15000,32,1
32028.28,663,25000,4,1
86933.24,850,25000,31,1
13604.53,459,5000,22,1
116019.85,636,15000,9,1
39399.7,698,15000,35,1
34282.82,653,10000,16,1
32246.48,688,20000,26,1
27951.95,578,10000,7,1
68109.37,590,20000,39,1
19127.6,635,10000,5,1
44678.54,537,20000,6,1
28839.2,646,5000,25,0
22987.82,611,20000,16,1
171370.83,603,10000,36,0
46696.78,682,15000,22,0
52468.03,468,25000,26,1
71873.73,627,20000,39,0
15478.23,850,20000,18,1
103919.84,541,15000,26,0
8059.65,779,5000,24,1
22896.52,655,10000,39,1
27572.69,590,5000,24,0
51484.39,518,20000,20,1
41408.07,664,20000,24,1
32856.71,795,5000,6,1
36055.03,611,10000,34,0
20194.92,642,20000,5,1
14789.32,751,20000,39,1
56157.02,684,5000,14,1
55062.47,493,25000,23,1
93966.78,660,15000,3,0
22606.43,801,20000,6,1
55033.05,646,10000,29,0
30631.25,376,25000,16,1
74182.61,689,5000,37,0
67048.91,630,5000,29,0
41221.93,467,10000,38,0
29622.28,482,25000,8,1
64638.1,748,10000,18,1
53537.77,577,20000,12,1
24084.79,559,25000,36,1
16371.88,646,15000,18,1
30542.68,586,15000,5,1
90151.63,660,10000,11,0
72250.34,630,15000,14,0
18631.4,530,10000,2,1
18021.95,599,20000,3,1
78027.01,694,20000,36,0
18372.65,654,10000,37,1
49294.96,642,20000,5,1
25093.33,844,15000,27,1
95820.02,723,20000,7,1
22873.75,735,15000,30,1
72114.97,633,15000,20,0
40575.32,672,5000,28,0
42248.2,607,20000,14,1
11134.62,728,20000,23,1
9684.21,639,10000,20,1
31813.96,672,10000,22,0
42114.34,666,25000,30,0
18488.08,648,15000,33,0
18897.48,850,5000,27,0
50862.62,583,15000,31,0
50904.81,582,20000,21,0
33434.89,719,25000,2,0
57995.52,590,15000,8,1
17952.39,621,25000,5,1
29332.14,541,15000,0,1
97609.15,699,20000,21,0
37835.13,700,20000,3,1
39174.74,618,15000,7,1
144866.51,721,5000,36,0
15683.97,464,20000,18,1
58562.99,579,10000,0,0
98557.14,633,5000,23,1
29884.2,533,15000,16,1
60826.36,475,5000,31,0
20146.55,619,10000,13,1
24051.69,719,20000,16,1
45751.5,778,20000,31,1
58638.1,595,20000,32,0
71151.16,723,10000,29,0
93132.38,714,5000,33,0
34875.23,772,15000,27,0
74322.35,615,15000,23,0
29573.0,470,5000,13,0
62395.9,657,20000,33,1
41130.01,549,15000,0,1
47448.81,578,20000,21,1
46821.83,620,25000,32,1
13865.75,616,25000,17,1
18500.02,664,15000,38,1
38619.97,720,5000,11,0
13195.52,613,5000,9,1
59797.95,690,5000,1,0
61263.14,651,20000,1,1
44192.14,744,25000,5,1
18533.21,631,20000,19,1
,642,10000,37,0
123293.92,613,10000,27,1
39665.86,634,15000,2,1
49331.65,572,10000,36,0
40988.35,562,5000,36,0
49922.22,728,15000,24,0
33801.64,542,25000,22,1
35570.13,618,25000,12,0
62531.8,752,10000,23,0
148356.66,615,10000,2,1
15677.11,733,25000,37,1
34122.51,591,10000,27,1
17885.11,545,10000,25,1
94392.31,491,20000,19,0
25523.56,781,25000,26,1
15276.63,536,25000,0,1
53258.47,725,10000,9,1
103423.42,550,5000,9,0
54076.7,782,20000,0,1
41063.66,850,5000,31,0
46419.95,481,10000,31,1
84872.41,542,25000,26,1
21492.95,727,5000,12,0
33958.41,701,15000,16,0
27677.8,728,5000,27,0
18020.78,593,25000,24,1
29821.2,849,10000,35,0
70589.22,662,5000,1,0
51019.4,528,10000,31,0
53454.51,625,20000,31,1
39651.55,530,15000,5,1
49711.63,809,25000,30,0
22463.47,584,25000,8,1
30160.67,699,10000,15,1
40749.65,603,15000,24,1
42894.96,588,25000,39,1
44007.38,459,5000,27,0
33422.98,710,25000,16,0
28956.38,780,5000,30,0
241509.18,558,25000,22,1
62571.95,495,5000,30,1
46531.67,730,20000,25,0
31573.55,485,10000,3,1
27702.24,772,20000,38,1
33574.42,560,5000,14,1
43290.88,540,10000,36,1
11751.53,675,15000,37,1
14162.69,546,5000,22,0
24781.94,579,25000,4,1
41121.39,685,25000,24,1
31458.87,407,15000,29,0
88156.84,814,20000,25,0
14921.55,654,5000,2,1
23137.1,521,25000,3,1
90405.02,548,10000,17,0
39287.89,749,15000,36,0
61753.48,710,20000,10,1
124336.66,789,20000,10,0
23949.85,582,10000,35,0
34214.73,680,10000,15,0
30839.26,693,15000,24,0
11240.11,720,10000,0,1
30144.63,763,25000,25,1
61613.56,578,20000,29,0
50229.3,639,10000,5,1
52651.49,589,5000,26,0
28989.66,645,10000,18,1
24497.88,720,20000,37,1
77773.3,485,25000,18,1
26946.53,761,10000,38,0
43323.45,536,25000,31,0
40054.68,619,5000,0,1
87293.41,774,20000,24,0
65045.83,683,15000,12,0
16694.67,684,20000,9,1
17809.16,532,15000,17,1
51397.56,546,15000,35,0
34940.34,744,20000,21,1
27636.62,591,15000,5,1
66794.55,601,25000,26,1
40638.68,746,5000,7,0
37476.69,545,10000,23,1
57982.54,677,15000,19,1
28996.62,654,15000,21,1
93070.39,650,20000,8,0
22633.16,598,25000,39,1
53860.76,592,10000,38,0
85845.09,542,15000,18,1
15892.82,698,25000,0,1
29554.72,583,10000,10,1
72065.05,747,20000,9,0
72718.18,628,15000,0,1
32764.56,544,20000,26,1
23369.74,626,20000,16,1
64444.62,609,15000,16,1
73874.98,751,25000,38,0
18055.43,613,25000,1,1
17635.19,622,20000,22,1
41570.83,791,20000,9,1
52977.17,701,5000,29,0
30350.2,816,10000,34,1
54588.38,776,20000,24,0
23716.3,561,20000,16,1
10210.62,749,10000,18,1
28160.04,803,15000,17,1
37719.76,803,25000,17,1
30776.17,749,15000,34,0
18121.2,747,10000,9,1
12217.33,620,10000,22,1
26676.72,566,5000,21,1
62230.06,615,5000,8,0
77166.33,484,25000,31,1
74059.79,784,20000,25,0
22257.94,622,10000,28,0
18174.53,779,5000,18,1
48921.92,527,15000,28,0
53159.92,758,5000,34,0
46170.75,601,15000,11,0
10846.11,522,5000,7,1
21587.49,813,15000,24,0
35674.33,761,5000,26,0
48646.29,671,5000,5,1
57548.56,653,25000,12,1
39598.72,694,20000,10,1
44288.06,669,10000,37,1
38212.55,571,20000,5,1
54795.95,609,25000,4,1
43814.47,846,15000,6,0
37776.5,850,20000,18,1
30914.44,806,10000,5,0
38130.69,698,10000,24,0
48569.68,616,15000,8,1
42637.32,570,10000,19,1
45637.99,577,25000,24,0
81278.2,595,20000,7,1
42578.23,850,10000,36,0
24602.44,831,20000,37,0
61707.7,725,5000,1,0
15998.99,554,20000,21,1
18980.21,739,15000,35,1
44422.81,626,25000,3,1
49505.45,435,10000,0,1
17205.24,679,25000,32,1
28862.82,566,20000,23,0
25244.15,569,10000,4,1
27119.12,625,25000,34,1
63969.31,600,15000,25,0
55486.96,647,5000,25,0
35901.22,642,5000,4,0
26171.41,462,15000,17,1
16158.64,802,5000,24,1
85145.0,552,15000,39,0
51806.37,555,20000,37,1
23765.7,617,15000,20,1
55924.6,639,5000,23,0
34817.17,796,20000,27,1
30568.77,677,15000,3,1
47151.77,707,15000,7,1
23274.21,677,20000,32,1
29547.25,673,10000,2,1
39060.88,681,5000,19,0
26912.05,457,10000,34,0
54255.04,625,20000,38,1
111462.1,766,20000,6,0
23096.15,850,25000,26,1
13372.09,530,25000,4,1
10926.6,692,20000,36,1
,593,25000,0,1
24394.21,850,15000,21,1
41139.18,515,10000,6,0
39322.75,712,20000,7,1
13878.14,509,15000,29,1
12222.94,618,5000,27,1
43371.59,647,5000,25,0
39389.61,757,25000,33,0
28127.67,542,25000,31,1
13436.28,716,15000,21,1
48186.53,652,5000,19,0
77896.77,677,20000,13,0
42906.97,746,10000,22,0
21840.38,522,25000,2,1
37299.35,731,15000,18,1
15999.8,593,25000,13,1
68512.84,760,15000,39,0
38143.35,683,5000,38,0
12570.47,629,25000,36,1
30320.99,591,15000,34,1
47953.2,732,15000,0,1
29737.72,776,25000,18,1
30775.14,597,10000,14,1
17419.73,537,20000,24,1
51017.53,719,5000,0,0
24610.25,505,25000,30,1
9958.01,519,25000,36,1
29063.71,544,10000,21,0
65426.97,608,5000,19,0
28791.7,516,25000,4,1
103031.6,456,10000,14,0
46975.47,536,20000,1,1
44500.46,714,15000,11,1
33622.85,523,20000,6,1
34857.66,616,20000,1,1
31006.3,845,20000,7,0
30291.98,645,20000,8,0
49937.14,684,15000,26,0
20712.68,555,5000,27,1
19043.17,850,5000,36,0
,596,10000,14,0
123920.16,627,10000,18,0
49921.43,782,25000,29,0
43594.89,632,20000,12,1
19254.33,655,20000,5,1
52786.22,622,15000,29,1
33862.29,623,20000,0,1
41295.19,687,15000,37,0
20211.92,705,25000,24,1
39981.07,586,10000,34,0
28161.18,573,10000,25,1
22939.91,589,25000,12,1
56413.5,510,25000,18,1
14434.48,491,20000,9,1
50963.54,680,10000,6,0
54758.71,744,5000,14,0
21422.86,737,25000,22,1
22199.01,412,10000,35,1
31767.04,625,10000,30,0
43011.45,540,15000,7,1
33133.06,664,10000,29,0
47105.14,608,25000,33,1
104588.39,709,20000,32,0
26778.91,648,10000,0,1
12976.46,460,5000,15,1
59608.54,553,25000,10,1
99706.76,651,20000,26,1
45966.17,659,20000,21,0
18908.2,509,25000,39,1
33713.87,496,20000,18,1
18562.26,656,5000,5,1
53407.86,510,10000,39,0
16142.74,483,25000,38,1
30330.91,605,10000,19,0
19878.57,601,10000,2,1
39186.78,562,20000,0,1
29149.56,580,25000,22,1
40378.68,651,10000,37,0
36805.79,578,15000,2,1
20090.54,657,5000,33,0
52898.29,612,20000,16,0
35268.33,667,25000,26,0
20068.02,738,25000,38,1
139323.79,734,20000,22,0
48332.43,779,10000,37,0
33125.0,734,20000,10,1
84890.95,674,25000,14,1
109654.45,607,15000,25,1
33282.61,611,10000,10,1
44731.74,562,20000,6,1
20074.35,650,25000,7,1
33245.82,720,25000,4,1
32227.08,577,25000,16,1
40574.55,646,15000,22,0
44340.61,582,10000,1,0
50812.47,671,20000,26,0
41880.92,595,10000,20,0
17563.08,576,25000,6,1
20679.95,582,15000,37,1
26164.41,700,15000,25,1
30658.21,640,25000,29,1
68218.06,607,10000,11,0
18074.12,676,10000,10,1
29306.1,609,15000,16,1
64331.57,763,5000,9,1
30335.49,553,15000,15,1
47870.24,631,15000,14,0
33398.78,510,20000,14,1
42364.67,615,15000,19,0
31663.39,482,5000,3,1
54189.33,725,15000,31,1
14370.98,727,10000,21,1
29202.59,728,20000,34,0
43388.24,653,20000,13,1
50021.95,562,15000,29,0
88944.83,570,20000,30,0
28721.04,803,20000,9,0
88228.83,794,15000,5,0
24454.9,662,5000,26,1
80594.67,598,15000,10,0
59306.86,787,10000,35,0
20992.59,581,25000,9,1
43661.57,673,5000,15,0
35216.09,785,15000,23,0
52857.28,566,5000,20,1
31762.35,733,25000,39,0
30201.66,702,20000,35,1
82574.55,646,20000,22,1
34226.91,551,25000,20,1
59626.38,578,20000,31,1
31722.74,679,5000,16,0
98715.57,508,20000,16,1
24173.18,663,25000,20,1
25122.37,704,25000,3,1
90645.39,749,25000,22,0
27806.7,510,10000,24,0
94906.23,782,5000,31,1
62013.31,820,25000,5,1
33097.41,691,5000,13,0
12234.61,546,10000,37,1
35897.0,617,5000,37,0
38598.86,645,15000,15,1
73154.63,677,10000,31,0
94189.91,652,10000,15,1
24076.89,678,20000,18,1
58730.18,641,25000,36,0
57482.81,677,10000,20,0
69150.99,604,5000,14,0
48982.28,616,15000,25,0
11321.98,592,5000,29,0
33082.06,842,5000,39,0
18152.72,796,15000,14,1
32158.64,706,20000,12,1
65382.02,783,25000,26,0
43612.13,730,10000,22,0
72319.89,668,25000,33,0
44580.52,499,20000,33,1
16663.97,624,15000,22,1
8002.36,616,25000,19,1
39707.1,537,5000,8,0
31940.95,501,10000,19,0
20207.97,699,10000,38,0
13090.26,682,20000,13,1
23368.73,533,20000,25,1
32315.59,575,15000,26,1
54150.73,766,20000,33,0
40667.26,562,25000,28,1
95305.27,667,10000,31,0
19509.12,631,15000,4,1
61613.44,701,20000,3,1
37360.87,564,5000,22,0
55094.3,659,10000,20,1
27947.73,667,15000,32,0
69079.15,673,10000,23,0
43353.16,658,25000,15,1
24157.09,684,20000,31,1
36054.45,850,20000,18,1
31453.53,850,20000,25,1
48703.54,586,5000,2,0
17892.45,418,25000,34,1
35681.55,710,5000,38,0
46036.25,669,25000,17,1
37042.23,756,25000,6,1
81484.23,678,25000,31,1
57780.91,656,20000,23,0
36152.87,763,20000,15,0
41357.68,777,20000,23,1
43364.63,511,5000,3,1
46257.54,568,15000,31,0
12144.18,639,25000,33,1
30305.49,660,5000,18,0
14903.28,627,20000,13,1
78195.59,693,20000,37,0
35013.55,750,15000,12,1
32337.91,822,20000,21,1
62198.02,708,25000,30,1
46788.6,565,10000,29,1
18449.99,635,20000,22,1
34802.93,642,15000,11,0
29699.93,701,10000,13,1
12749.92,689,25000,35,1
24000.6,850,25000,7,1
32528.63,604,25000,23,1
33895.23,688,15000,2,1
14923.03,850,10000,13,1
72475.17,591,25000,10,0
34157.52,665,20000,37,0
37143.05,556,10000,27,1
46183.83,658,25000,22,1
22632.77,572,10000,17,0
47753.78,755,20000,19,1
29136.74,665,5000,32,0
21206.2,556,25000,1,1
51229.38,734,20000,38,0
88876.61,668,15000,36,0
56100.37,745,25000,25,1
63182.75,535,5000,1,0
26572.22,687,20000,2,1
13924.82,727,20000,19,1
88794.72,608,10000,9,1
124580.69,524,25000,20,0
91645.58,646,5000,39,0
29688.9,773,15000,8,1
18164.41,763,10000,1,1
19160.2,607,25000,27,1
13223.63,522,5000,2,1
34049.57,607,10000,15,1
95168.74,603,5000,3,0
33356.32,695,5000,22,0
43538.19,639,10000,29,0
82897.33,575,10000,37,0
28496.68,760,25000,12,1
123169.76,664,10000,5,0
120001.15,694,25000,9,0
33568.16,478,5000,16,0
25680.3,408,10000,7,1
55179.28,506,25000,8,1
29480.52,602,25000,33,1
18143.49,708,15000,16,1
78334.48,416,25000,21,1
75347.68,809,25000,2,0
39867.11,667,15000,39,1
17022.33,786,20000,28,1
17366.26,561,10000,38,1
38728.75,700,15000,26,0
26905.27,659,25000,38,1
29594.51,732,25000,39,1
67048.93,627,10000,36,0
56382.13,697,5000,2,0
83024.05,760,15000,18,0
20042.82,585,20000,33,1
29557.27,674,10000,13,0
57261.8,461,10000,20,1
47517.2,720,15000,1,1
91074.05,845,25000,9,1
46738.43,526,25000,16,1
110069.3,641,20000,1,1
50212.07,738,15000,26,0
68685.99,653,10000,0,0
29908.29,667,15000,35,0
36628.15,611,5000,32,0
62728.22,607,10000,21,0
95586.5,641,20000,34,0
56248.92,654,20000,33,0
34547.72,532,10000,17,0
82983.83,643,25000,35,0
9747.96,807,10000,2,1
15470.02,608,10000,15,1
54665.09,526,5000,10,0
36624.22,635,10000,9,0
52224.56,579,15000,20,1
37746.37,516,15000,24,1
51152.54,664,20000,34,1
22278.08,579,25000,5,1
51138.44,588,20000,7,1
65949.77,665,5000,33,0
75533.41,497,10000,0,0
121556.27,476,20000,2,1
42043.46,717,10000,37,0
42802.28,457,20000,26,1
14560.92,552,10000,12,1
26400.89,470,20000,18,1
32342.93,601,15000,18,1
68199.45,693,5000,5,0
25169.78,661,20000,13,1
58559.82,850,15000,4,1
36280.18,759,25000,35,1
32653.23,557,20000,8,1
42164.6,530,10000,22,1
28718.77,850,5000,31,0
28073.4,756,15000,28,1
13057.64,709,15000,27,1
31295.43,657,5000,39,1
27228.49,677,20000,10,1
26646.46,502,10000,18,1
46635.8,666,25000,0,1
53915.82,657,20000,8,1
41744.24,560,5000,1,1
65989.38,596,20000,3,1
51294.41,802,20000,28,1
30423.37,637,5000,3,0
27509.49,850,5000,0,0
43813.33,476,25000,27,1
51239.21,598,5000,17,0
84011.3,495,5000,12,1
74213.68,529,5000,39,0
26241.99,567,15000,5,1
34159.51,682,5000,38,0
54317.99,677,5000,21,1
68926.68,582,5000,29,0
63791.91,427,25000,26,1
34949.98,798,20000,7,1
17112.88,621,5000,27,1
19943.09,538,5000,1,1
42769.48,677,25000,19,1
44593.14,670,20000,10,0
18784.59,618,25000,13,1
37299.74,665,10000,23,0
53036.45,534,10000,12,1
18201.59,726,10000,7,1
70473.94,550,5000,20,0
28954.51,589,25000,21,1
77231.9,715,5000,8,0
26368.58,770,10000,10,0
19614.51,809,20000,15,1
27587.49,756,20000,8,1
34300.36,618,25000,2,1
28764.93,496,20000,35,1
31901.21,791,10000,12,0
44372.67,787,25000,0,1
32770.77,583,25000,10,1
34903.16,742,10000,23,0
13022.89,617,10000,4,1
45936.66,800,10000,1,1
34422.92,599,10000,16,1
95432.63,848,25000,16,0
20666.33,729,20000,19,1
12271.35,830,10000,14,1
52619.45,604,15000,3,1
44708.38,691,25000,10,1
19829.78,553,5000,22,1
14503.58,734,20000,0,1
91348.58,740,25000,3,1
84835.23,850,10000,37,0
8164.3,698,15000,1,1
27586.07,722,5000,26,0
98569.31,603,20000,33,0
27292.37,704,10000,12,0
27055.15,612,25000,17,1
30648.67,662,25000,10,1
18535.85,667,20000,4,1
13057.72,615,15000,28,1
68290.67,656,10000,24,0
12018.93,612,20000,13,1
42123.58,612,20000,37,1
61817.87,758,25000,36,1
15203.25,668,20000,10,1
20856.88,685,5000,31,1
75200.08,504,5000,5,1
49997.84,692,10000,5,1
25075.05,703,20000,21,1
74708.52,610,25000,2,1
74900.92,850,10000,18,0
42677.69,421,15000,33,1
21160.76,728,25000,6,1
28337.2,721,15000,15,1
43123.87,704,10000,37,1
32430.13,668,5000,8,1
63791.44,705,25000,12,1
14503.36,737,25000,33,1
14815.69,577,10000,36,1
40478.36,680,25000,5,1
27040.02,632,25000,37,0
24928.6,541,10000,3,1
12571.23,722,20000,4,1
36743.9,594,10000,5,0
35184.01,500,25000,12,1
53749.38,596,10000,23,1
